ACC_NUCCORE,CreateDate_NUCCORE,GC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,Length_NUCCORE,Location_BIOSAMPLE,SamplType_BIOSAMPLE,Topology_NUCCORE,loc_lat,loc_lng,loc_parsed,plasmidfinder,pmlst,taxon_class_name,taxon_family_name,taxon_genus_name,taxon_name,taxon_order_name,taxon_phylum_name,taxon_species_name,taxon_superkingdom_name,D1,D2
NZ_CP035869.1,2021-06-18,43.86361977075271,Homo sapiens,stool,13697,Chile: Santiago,,circular,-33.4489,-70.6693,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.9298998,16.269041
NZ_CP035868.1,2021-06-18,48.611325582934406,Homo sapiens,stool,90662,Chile: Santiago,,circular,-33.4489,-70.6693,,"IncFII_1, AY458016, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(5?);FII(53?);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.9440468,11.012973
NZ_CP035867.1,2021-06-18,51.4354759788698,Homo sapiens,stool,100141,Chile: Santiago,,circular,-33.4489,-70.6693,,"IncFII(pHN7A8)_1, JN232517, ",IncF RST(F6:A-:B-):FIA(-);FIB(-);FIC(-);FII(6);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.5871693,10.754402
NZ_CP035866.1,2021-06-18,52.10360711041911,Homo sapiens,stool,123312,Chile: Santiago,,circular,-33.4489,-70.6693,,"IncB/O/K/Z_4, FN868832, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-3.1803148,12.726933
NZ_CP035845.1,2021-06-18,45.95568019355548,Homo sapiens,stool,36372,Guinea-Bissau,,circular,11.8037,-15.1804,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.523089,10.579889
NZ_CP035844.1,2021-06-18,53.89313793656736,Homo sapiens,stool,93485,Guinea-Bissau,,circular,11.8037,-15.1804,,"IncFII(pSE11)_1, AP009242, ",IncF RST(F79:A-:B-):FIA(-);FIB(-);FIC(-);FII(79);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.5818208,10.75811
NZ_CP035843.1,2021-06-18,46.5526309198828,Homo sapiens,stool,119787,Guinea-Bissau,,circular,11.8037,-15.1804,,"IncFIB(H89-PhagePlasmid)_1, HG530657, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.949825,6.292707
NZ_CP035842.1,2021-06-18,47.76894018745903,Homo sapiens,stool,147979,Guinea-Bissau,,circular,11.8037,-15.1804,,"IncFII_1, AY458016, ",IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.57454,10.563602
NZ_CP035816.1,2021-06-18,46.4325529542921,Homo sapiens,stool,52026,,,circular,,,,"IncFIB(AP001918)_1, AP001918, ",IncF RST(F-:A-:B-):FIA(-);FIB(~52);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0704445,10.5839405
NZ_CP035815.1,2021-06-18,51.18333383581054,Homo sapiens,stool,66338,,,circular,,,,"IncFII(29)_1, CP003035, ",IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(-);FII(30);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.9409973,10.943791
NZ_CP035814.1,2021-06-18,45.90755094707664,Homo sapiens,stool,77924,,,circular,,,,"IncFIC(FII)_1, AP001918, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(6?);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),8.155977,8.236482
NZ_CP035813.1,2021-06-18,53.16592466609975,Homo sapiens,stool,99955,,,circular,,,,"IncB/O/K/Z_2, GU256641, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-3.2081635,12.714805
NZ_CP035818.1,2021-06-18,49.75377624953949,Homo sapiens,stool,162860,South Africa,,circular,-30.5595,22.9375,,"IncFII(pCoo)_1, CR942285, |IncFIB(AP001918)_1, AP001918, ",IncF RST(F58:A-:B40):FIA(-);FIB(40);FIC(-);FII(58);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.5636728000000002,10.728875
NZ_CP048919.1,2021-06-18,47.27011494252874,Homo sapiens,ascitic fluid,2088,Egypt:Giza,,circular,30.09419,31.224056,,"Col(BS512)_1, NC_010656, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.9657083,-6.817345
NZ_CP048918.1,2021-06-18,46.37424969405,Homo sapiens,ascitic fluid,51479,Egypt:Giza,,circular,30.09419,31.224056,,"IncX3_1, JN247852, |ColKP3_1, JN205800, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),20.378393,14.726045999999998
NZ_CP048917.1,2021-06-18,48.09458093820293,Homo sapiens,ascitic fluid,92027,Egypt:Giza,,circular,30.09419,31.224056,,"p0111_1, AP010962, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-5.6188345,4.0736957
NZ_CP048916.1,2021-06-18,51.7263369680421,Homo sapiens,ascitic fluid,111334,Egypt:Giza,,circular,30.09419,31.224056,,"IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIA_1, AP001918, ","IncF RST(F1:A-:B-):FIA(1,6);FIB(49?);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.564301,6.2494087
NZ_CP075714.1,2021-05-24,51.1297611362169,Homo sapiens,stool,1549,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.6031139,-5.2806535000000006
NZ_CP075713.1,2021-05-24,47.52970606629143,Homo sapiens,stool,1599,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.524942,-6.0455823
NZ_CP075712.1,2021-05-24,41.67736414206247,Homo sapiens,stool,2337,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.19152,11.8597975
NZ_CP075711.1,2021-05-24,40.349451442503046,Homo sapiens,stool,2461,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.240284,11.93853
NZ_CP075710.1,2021-05-24,52.454417952314174,Homo sapiens,stool,2852,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.585587,7.9265075
NZ_CP075709.1,2021-05-24,50.79405737704918,Homo sapiens,stool,3904,Switzerland: Zurich,,not-set,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),11.803021,15.31426
NZ_CP075708.1,2021-05-24,46.39193491333569,Homo sapiens,stool,5654,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.332886,19.784792000000003
NZ_CP075707.1,2021-05-24,42.28481455563331,Homo sapiens,stool,5716,Switzerland: Zurich,,not-set,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),11.865782,15.379303
NZ_CP075706.1,2021-05-24,51.09707971586425,Homo sapiens,stool,6335,Switzerland: Zurich,,not-set,47.4,8.55,,"Col8282_1, DQ995352, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-8.503294,10.797439
NZ_CP075705.1,2021-05-24,50.309075583028935,Homo sapiens,stool,7118,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.328758,19.790375
NZ_CP075704.1,2021-05-24,45.73408401905586,Homo sapiens,stool,11545,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MP18)_1, NC_013652, |ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.125742,-4.848453
NZ_CP075703.1,2021-05-24,42.872357856791744,Homo sapiens,stool,24412,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),2.7465808,7.8297205
NZ_CP075702.1,2021-05-24,45.40351049225338,Homo sapiens,stool,40792,Switzerland: Zurich,,circular,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),14.497466,-1.1622995
NZ_CP075701.1,2021-05-24,42.31695085255768,Homo sapiens,stool,59820,Switzerland: Zurich,,circular,47.4,8.55,,"IncI2(Delta)_1, AP002527, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.569466,-6.079314
NZ_CP075700.1,2021-05-24,51.49499016229372,Homo sapiens,stool,87927,Switzerland: Zurich,,circular,47.4,8.55,,"IncFIB(AP001918)_1, AP001918, |IncFII(pSE11)_1, AP009242, ",IncF RST(F74:A-:B-):FIA(-);FIB(44?);FIC(6?);FII(74);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.16141206,10.259713
NZ_CP075699.1,2021-05-24,52.84000754524372,Homo sapiens,stool,90123,Switzerland: Zurich,,circular,47.4,8.55,,"IncB/O/K/Z_4, FN868832, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-3.1635594,12.716414
NZ_CP075698.1,2021-05-24,48.70407637946364,Homo sapiens,stool,106835,Switzerland: Zurich,,circular,47.4,8.55,,"IncFIA_1, AP001918, |IncFII(pSE11)_1, AP009242, ",IncF RST(F102:A-:B-):FIA(~3);FIB(-);FIC(3?);FII(102);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.6087580000000004,12.702806
NZ_CP075648.1,2021-05-24,44.9738903394256,Homo sapiens,stool,3064,Switzerland: Zurich,,circular,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.080128,11.670981
NZ_CP075647.1,2021-05-24,48.19690898683457,Homo sapiens,stool,3494,Switzerland: Zurich,,circular,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.5516405,7.9008517
NZ_CP075646.1,2021-05-24,51.24943887475685,Homo sapiens,stool,6683,Switzerland: Zurich,,circular,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),8.640788,6.031994999999999
NZ_CP075645.1,2021-05-24,51.243707432632505,Homo sapiens,stool,6754,Switzerland: Zurich,,circular,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.334038,19.786598
NZ_CP075644.1,2021-05-24,49.09220872051466,Homo sapiens,stool,6995,Switzerland: Zurich,,circular,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.1657186,-4.8310156
NZ_CP075643.1,2021-05-24,48.442327497425325,Homo sapiens,stool,7768,Switzerland: Zurich,,circular,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.135231,-4.850196
NZ_CP075642.1,2021-05-24,42.37620069010538,Homo sapiens,stool,42892,Switzerland: Zurich,,circular,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),13.086135,9.483448
NZ_CP075641.1,2021-05-24,49.368991513894215,Homo sapiens,stool,133041,Switzerland: Zurich,,circular,47.4,8.55,,"IncFIB(AP001918)_1, AP001918, |IncFII(pSE11)_1, AP009242, ",IncF RST(F-:A-:B-):FIA(-);FIB(14?);FIC(-);FII(35?);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.27533567,11.340608
NZ_CP075679.1,2021-05-24,45.09668508287294,Homo sapiens,stool,1448,Switzerland: Zurich,,not-set,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.2512345,-4.764067
NZ_CP075678.1,2021-05-24,51.42118863049095,Homo sapiens,stool,1548,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.5962002,-5.271242
NZ_CP075677.1,2021-05-24,50.89743589743589,Homo sapiens,stool,1560,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.96310574,-4.3447895
NZ_CP075675.1,2021-05-24,53.34831460674158,Homo sapiens,stool,2225,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MP18)_1, NC_013652, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.555528,7.9650917
NZ_CP075674.1,2021-05-24,44.32387312186978,Homo sapiens,stool,2396,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.3643879,-4.9168916
NZ_CP075673.1,2021-05-24,40.26615969581749,Homo sapiens,stool,2630,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.2343445,11.946062
NZ_CP075672.1,2021-05-24,51.60328113348248,Homo sapiens,stool,2682,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.10030722,11.593529
NZ_CP075671.1,2021-05-24,38.18883818883818,Homo sapiens,stool,5698,Switzerland: Zurich,,not-set,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.218614,-4.791214
NZ_CP075670.1,2021-05-24,48.96967666275758,Homo sapiens,stool,5969,Switzerland: Zurich,,circular,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.334403,19.78336
NZ_CP075669.1,2021-05-24,49.32975871313674,Homo sapiens,stool,7087,Switzerland: Zurich,,circular,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.1536407,-4.840053
NZ_CP075668.1,2021-05-24,47.92087425646701,Homo sapiens,stool,36145,Switzerland: Zurich,,circular,47.4,8.55,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(82?);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.14102772,11.333199
NZ_CP075667.1,2021-05-24,50.47376840723575,Homo sapiens,stool,48758,Switzerland: Zurich,,circular,47.4,8.55,,"IncFIA_1, AP001918, ","IncF RST(F-:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.8693888,6.4193645
NZ_CP075666.1,2021-05-24,50.68457305575865,Homo sapiens,stool,129935,Switzerland: Zurich,,not-set,47.4,8.55,,"IncB/O/K/Z_1, CU928147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.7205267,12.802734
NZ_CP075639.1,2021-05-24,49.93261455525607,Homo sapiens,stool,5936,Switzerland: Zurich,,not-set,47.4,8.55,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.1577983,-4.8362117
NZ_CP075638.1,2021-05-24,51.42118863049095,Homo sapiens,stool,1548,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.5991959999999998,-5.278001000000001
NZ_CP075637.1,2021-05-24,49.71927635683094,Homo sapiens,stool,1603,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.3374753,-4.879139
NZ_CP075636.1,2021-05-24,40.21915584415584,Homo sapiens,stool,2464,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.227037,11.935878
NZ_CP075635.1,2021-05-24,46.62379421221865,Homo sapiens,stool,5598,Switzerland: Zurich,,circular,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-8.730639,10.655929
NZ_CP075634.1,2021-05-24,50.01510954419543,Homo sapiens,stool,119130,Switzerland: Zurich,,circular,47.4,8.55,,"IncB/O/K/Z_1, CU928147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.6881342,12.77567
NZ_CP075633.1,2021-05-24,48.82463661163671,Homo sapiens,stool,120601,Switzerland: Zurich,,circular,47.4,8.55,,"ColRNAI_1, DQ298019, |IncFIA_1, AP001918, |IncFII(pCoo)_1, CR942285, ","IncF RST(F-:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(82?);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.55113006,11.027951
NZ_CP075664.1,2021-05-24,48.97192949891583,Homo sapiens,stool,118523,Switzerland: Zurich,,circular,47.4,8.55,,"IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F-:A-:B-):FIA(-);FIB(42?);FIC(6?);FII(~114);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.615982,12.7466545
NZ_CP075631.1,2021-05-24,51.06520335700453,Homo sapiens,stool,1549,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.6017096000000002,-5.2781663
NZ_CP075630.1,2021-05-24,49.69211822660098,Homo sapiens,stool,8120,Switzerland: Zurich,,not-set,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.328551,19.790329
NZ_CP075629.1,2021-05-24,49.91908738562354,Homo sapiens,stool,100108,Switzerland: Zurich,,not-set,47.4,8.55,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.421656,2.5341244
NZ_CP075628.1,2021-05-24,48.97009124704292,Homo sapiens,stool,118360,Switzerland: Zurich,,not-set,47.4,8.55,,"IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F-:A-:B-):FIA(-);FIB(42?);FIC(6?);FII(~114);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.6056871,12.736161
NZ_CP075662.1,2021-05-24,45.75866188769415,Homo sapiens,stool,837,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.1056433,-4.8771143
NZ_CP075659.1,2021-05-24,51.9604717883328,Homo sapiens,stool,3137,Switzerland: Zurich,,not-set,47.4,8.55,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-4.4011526,-4.744238
NZ_CP075658.1,2021-05-24,47.99326410328375,Homo sapiens,stool,3563,Switzerland: Zurich,,not-set,47.4,8.55,,"Col(MP18)_1, NC_013652, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.563736,7.908944
NZ_CP075657.1,2021-05-24,51.290035587188605,Homo sapiens,stool,6744,Switzerland: Zurich,,circular,47.4,8.55,,"Col156_1, NC_009781, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.327716,19.791725
