ACC_NUCCORE	CreateDate_NUCCORE	GC_NUCCORE	Host_BIOSAMPLE	IsolationSource_BIOSAMPLE	Length_NUCCORE	Location_BIOSAMPLE	SamplType_BIOSAMPLE	Topology_NUCCORE	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	taxon_class_name	taxon_family_name	taxon_genus_name	taxon_name	taxon_order_name	taxon_phylum_name	taxon_species_name	taxon_superkingdom_name	D1	D2
NZ_CP070933.1	2021-03-05	43.72817620198765	Homo sapiens	feces	3723	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.1981493	1.7299243999999998
NZ_CP070932.1	2021-03-05	46.15451869553814	Homo sapiens	feces	34313	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncN_1, AY046276, 	IncN MLST(-):repN(1);traJ(-);korA(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.5714328	7.0364337
NZ_CP070931.1	2021-03-05	54.18275173528573	Homo sapiens	feces	52585	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncFIB(K)_1, JN233704, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.5709753	7.7770367
NZ_CP070929.1	2021-03-05	49.505562422744134	Homo sapiens	feces	1618	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.4181854999999999	-4.987217
NZ_CP070928.1	2021-03-05	55.2	Homo sapiens	feces	3375	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.066342	-5.321668
NZ_CP070927.1	2021-03-05	40.78357328298324	Homo sapiens	feces	4237	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	2.0139556	9.609697
NZ_CP070926.1	2021-03-05	45.441767068273094	Homo sapiens	feces	4980	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.7620833999999999	4.115328
NZ_CP070925.1	2021-03-05	48.02575363154025	Homo sapiens	feces	50323	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncX1_1, EU370913, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.2240114	7.816078999999999
NZ_CP070924.1	2021-03-05	42.354040627613	Homo sapiens	feces	60993	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncI2(Delta)_1, AP002527, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	12.531718	-6.766088000000001
NZ_CP070923.1	2021-03-05	47.412441700826655	Homo sapiens	feces	102703	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncHI1B(pNDM-CIT)_1, JX182975, |p0111_1, AP010962, 	IncHI1 MLST(-):HCM1_043(-);HCM1_064(-);HCM1_099(-);HCM1_116(-);HCM1_178ac(-);HCM1_259(-);(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.937469	4.409511599999999
NZ_CP070922.1	2021-03-05	49.9040546504711	Homo sapiens	feces	104226	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3912129	13.215976999999999
NZ_CP070921.1	2021-03-05	48.564781837746104	Homo sapiens	feces	131966	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B-):FIA(-);FIB(73?);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.77903587	11.141701
NZ_CP070913.1	2021-03-05	51.38236828377674	Homo sapiens	feces	1917	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.39650118	1.1371257
NZ_CP070912.1	2021-03-05	44.61610486891386	Homo sapiens	feces	2136	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.5512153000000001	1.7650862
NZ_CP070911.1	2021-03-05	52.03556387459055	Homo sapiens	feces	2137	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	ColpVC_1, JX133088, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.103473	8.046964
NZ_CP070910.1	2021-03-05	53.87682764731945	Homo sapiens	feces	2257	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	Col(MP18)_1, NC_013652, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.551517	7.977021000000001
NZ_CP070909.1	2021-03-05	44.73007712082262	Homo sapiens	feces	2334	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	Col440I_1, CP023920, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.68262	1.5854696000000001
NZ_CP070908.1	2021-03-05	45.924764890282134	Homo sapiens	feces	111012	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncFIB(pLF82-PhagePlasmid)_1, CU638872, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	19.97309	6.3079443
NZ_CP070907.1	2021-03-05	48.60850959346171	Homo sapiens	feces	142545	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncHI1B(pNDM-CIT)_1, JX182975, |p0111_1, AP010962, 	IncHI1 MLST(-):HCM1_043(-);HCM1_064(-);HCM1_099(-);HCM1_116(-);HCM1_178ac(-);HCM1_259(-);(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.947675	4.400562
NZ_CP070904.1	2021-03-05	48.90243902439025	Homo sapiens	feces	2460	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.099141	-0.72165835
NZ_CP070903.1	2021-03-05	46.66371131171702	Homo sapiens	feces	173696	Singapore	Bacterial pure culture	linear	1.3408528	103.8784469	Singapore	IncFIA(HI1)_1, AF250878, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(-):HCM1_043(1);HCM1_064(1);HCM1_099(1);HCM1_116(1);HCM1_178ac(-);HCM1_259(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	14.239028	-3.331754
NZ_CP063514.1	2021-02-28	50.63761955366631	Homo sapiens	rectal swab	3764	Laos		circular	20.0171109	103.378253	Laos			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.1221592	-0.7930359
NZ_CP063513.1	2021-02-28	51.727078891258	Homo sapiens	rectal swab	2345	Laos		circular	20.0171109	103.378253	Laos			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.0971327	-0.7242491
NZ_CP063512.1	2021-02-28	47.46575994260993	Homo sapiens	rectal swab	273218	Laos		circular	20.0171109	103.378253	Laos	IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, |IncFIA(HI1)_1, AF250878, 	IncHI1 MLST(1):HCM1_043(1);HCM1_064(1);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(1)|IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	14.260937	-3.3037739
NZ_CP063524.1	2021-02-28	51.83544303797469	Homo sapiens	rectal swab	1580	Laos		circular	20.0171109	103.378253	Laos	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.1226163999999998	-4.4946547
NZ_CP063523.1	2021-02-28	52.88367546432063	Homo sapiens	rectal swab	2046	Laos		circular	20.0171109	103.378253	Laos			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.0859222	-0.7208833
NZ_CP063522.1	2021-02-28	51.473787634219946	Homo sapiens	rectal swab	56996	Laos		circular	20.0171109	103.378253	Laos	IncR_1, DQ449578, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.5683675	7.856952000000001
NZ_CP063521.1	2021-02-28	42.609886689079815	Homo sapiens	rectal swab	24093	Laos		circular	20.0171109	103.378253	Laos			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	2.7365494	7.816878
NZ_CP063520.1	2021-02-28	50.87197512505071	Homo sapiens	rectal swab	7397	Laos		circular	20.0171109	103.378253	Laos	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.2498215	2.583891
NZ_CP063519.1	2021-02-28	46.34505522407008	Homo sapiens	rectal swab	39385	Laos		circular	20.0171109	103.378253	Laos	IncFIA_1, AP001918, |IncFII(pSE11)_1, AP009242, 	IncF RST(F102:A17:B-):FIA(17);FIB(-);FIC(3?);FII(102);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.122896716	10.580250999999999
NZ_CP063348.1	2021-02-28	52.31755424063116	Homo sapiens	rectal swab	2028	Switzerland		circular	46.7985624	8.231973599999998	Switzerland			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.0769587000000005	-0.6830871999999999
NZ_CP063347.1	2021-02-28	45.07367812770875	Homo sapiens	rectal swab	3461	Switzerland		circular	46.7985624	8.231973599999998	Switzerland			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.1243223999999998	1.4365754
NZ_CP063346.1	2021-02-28	51.179245283018865	Homo sapiens	rectal swab	4664	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	Col440II_1, CP023921, |Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.9599915	15.784986499999999
NZ_CP063345.1	2021-02-28	61.170294889609394	Homo sapiens	rectal swab	6477	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncQ1_1, M28829, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.813505	7.485957000000001
NZ_CP063344.1	2021-02-28	50.22048542645109	Homo sapiens	rectal swab	27893	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncX1_1, EU370913, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.7184295999999994	7.581439
NZ_CP063343.1	2021-02-28	51.342375933208196	Homo sapiens	rectal swab	117739	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(F46:A-:B-):FIA(-);FIB(20?);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.22703457	10.547869
NZ_CP063342.1	2021-02-28	45.955026998950345	Homo sapiens	rectal swab	184822	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncFIA(HI1)_1, AF250878, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(-):HCM1_043(-);HCM1_064(1);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	14.246739000000002	-3.330428
NZ_CP063517.1	2021-02-28	51.060812179802596	Homo sapiens	rectal swab	69098	Laos		circular	20.0171109	103.378253	Laos	IncFII(pSE11)_1, AP009242, 	IncF RST(F35:A-:B-):FIA(-);FIB(-);FIC(5?);FII(35);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.0741576000000002	11.322974
NZ_CP063516.1	2021-02-28	51.82287832755598	Homo sapiens	rectal swab	149434	Laos		circular	20.0171109	103.378253	Laos	IncFII(pRSB107)_1, AJ851089, |Col156_1, NC_009781, |IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B20):FIA(2,6);FIB(20);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.8651346999999998	5.9575906
NZ_CP063340.1	2021-02-27	47.091670544439275	Homo sapiens	rectal swab	2149	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	Col440I_1, CP023920, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.73693913	1.8004533
NZ_CP063339.1	2021-02-27	52.38563698967044	Homo sapiens	rectal swab	2033	Switzerland		circular	46.7985624	8.231973599999998	Switzerland			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.088731	-0.720817
NZ_CP063338.1	2021-02-27	51.187659695277745	Homo sapiens	rectal swab	10567	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	Col440II_1, CP023921, |Col440I_1, CP023920, |Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.156487	1.0142639999999998
NZ_CP063337.1	2021-02-27	48.754183066599616	Homo sapiens	rectal swab	115346	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncFII(pCoo)_1, CR942285, 	IncF RST(F10:A-:B-):FIA(-);FIB(-);FIC(5?);FII(10);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.3433333	10.6178255
NZ_CP063336.1	2021-02-27	52.3952738990333	Homo sapiens	rectal swab	4655	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.2139351	0.9599224000000001
NZ_CP063335.1	2021-02-27	41.5556408968716	Homo sapiens	rectal swab	33851	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncX4_1, CP002895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	13.022942	9.447654
NZ_CP063334.1	2021-02-27	48.185942220053775	Homo sapiens	rectal swab	96331	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.533354	4.1504354
NZ_CP063333.1	2021-02-27	51.56909474603405	Homo sapiens	rectal swab	109936	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, |IncX1_1, EU370913, 	IncF RST(F-:A18:B-):FIA(18);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.722402	7.9638796
NZ_CP063352.1	2021-02-27	50.56774193548386	Homo sapiens	rectal swab	7750	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.1195164	7.0779457
NZ_CP063351.1	2021-02-27	50.22474715944563	Homo sapiens	rectal swab	48054	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncX1_1, EU370913, |IncFIB(K)_1, JN233704, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.7495036	8.005914
NZ_CP063350.1	2021-02-27	48.42955948337836	Homo sapiens	rectal swab	121017	Switzerland		circular	46.7985624	8.231973599999998	Switzerland	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.5721135	4.1175180000000005
NZ_CP069991.1	2021-02-23	50.912032840673284	Homo sapiens		133493	USA:WA		circular	47.2868352	-120.2126139	USA,WA	Col156_1, NC_009781, |IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F51:A-:B10):FIA(-);FIB(10);FIC(-);FII(51);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.63785565	11.7251835
NZ_CP076044.1	2021-06-04	48.30056579964994	Homo sapiens		98268	USA:California, Palo Alto	cell culture	linear	37.44432929999999	-122.1598465	USA,California,Palo Alto	IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(--:A-:B16):FIA(2,6);FIB(16);FIC(1);FII(89);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.24778327	10.572353
NZ_CP054414.1	2021-04-28	52.168037069004676	Homo sapiens	rectal swab from healthy college student	88052	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncQ1_1, M28829, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(10?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.9382491000000002	5.8753166
NZ_CP054413.1	2021-04-28	50.154652263232	Homo sapiens	rectal swab from healthy college student	86646	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.506873	2.7260635
NZ_CP053255.2	2020-05-19	47.13677236157122	Homo sapiens	rectal swab from healthy college student	2113	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.0740742999999995	-6.6900414999999995
NZ_CP053254.2	2020-05-19	51.620029455080996	Homo sapiens	rectal swab from healthy college student	4074	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.782891000000001	10.458339
NZ_CP053252.2	2020-05-19	44.588222856538756	Homo sapiens	rectal swab from healthy college student	47295	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-6.2494407	14.167162
NZ_CP063510.1	2021-02-28	50.90252707581227	Homo sapiens	rectal swab	2216	Laos		circular	20.0171109	103.378253	Laos	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.6277746	1.5354235
NZ_CP063509.1	2021-02-28	44.19950512259463	Homo sapiens	rectal swab	48901	Laos		circular	20.0171109	103.378253	Laos	IncX1_4, JN935898, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	6.193788	14.296576000000002
NZ_CP063508.1	2021-02-28	61.170294889609394	Homo sapiens	rectal swab	6477	Laos		circular	20.0171109	103.378253	Laos	IncQ1_1, M28829, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.794866000000001	7.502738000000001
NZ_CP063507.1	2021-02-28	46.508934480476505	Homo sapiens	rectal swab	6044	Laos		circular	20.0171109	103.378253	Laos	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.287539500000001	5.9759398
NZ_CP063506.1	2021-02-28	52.09916853335358	Homo sapiens	rectal swab	131695	Laos		circular	20.0171109	103.378253	Laos	IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F46:A-:B20):FIA(-);FIB(20);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.23468436	10.555928
NZ_CP063505.1	2021-02-28	47.672134628656366	Homo sapiens	rectal swab	94185	Laos		circular	20.0171109	103.378253	Laos	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.608062	4.085625
